gene,tree_distance_axis_1,tree_distance_axis_2,cluster_id
CITED1,-0.017781298226676057,-0.003777438657952813,7
GPATCH11,0.010039639504034368,-0.007295793881799326,10
PPP4R3A,-0.0012787375765362869,-0.008505939387171375,29
SUV39H1,0.012439159426780045,-0.00957182813068104,12
KITLG,0.006508138713343823,-0.017266451244369728,21
PECAM1,-0.007222582200451547,-0.008100522506369187,25
HIST1H4A,0.012320381082088886,0.013687834554197375,43
AVEN,0.012068809227273568,-0.013782962005105306,10
MAU2,-0.002983300085096224,0.017593027875291677,50
PAWR,-0.004957302265691238,0.013180101025756506,48
MATK,-0.0015703795734622814,-0.018414492236878875,31
RGL2,0.008314651549811638,0.012558931019885082,44
CDK1,0.017308316652957886,-0.0071124638250330205,14
BCOR,-0.018497280523084237,-8.455389027074919e-05,0
CELA1,-0.016488331553755984,-0.0011810166075250784,5
CSN1S1,-0.018279813699876222,-0.008954112460752485,8
CBX7,0.01768704436960653,0.005711265142687537,35
ZBTB5,-0.011115941477219882,-0.012356761782324477,24
PCGF5,-0.016498273417495917,0.000877732817303975,1
HAO2,0.00516289534782427,-0.01763266287381995,20
KDM2B,0.01744246067792807,-0.004655564156884034,17
ZBTB7A,0.007364697114466124,0.0024749672391229916,38
PCGF1,-0.00022390466925861806,0.010096977786007483,45
PCGF3,-0.005330782783098842,0.01615414242230225,51
L3MBTL1,0.00499789642645859,-0.01399755051694418,19
CARD8,0.0094384751896723,0.010726949387480469,40
NACC1,0.016006449106856634,-0.0038047545528806367,14
PCGF2,-0.002064763972795488,-0.00658676304458408,27
HSPA12A,-0.0017244794874599664,-0.00997679582405737,29
MLLT1,-0.009962424843827403,-0.012239063093785195,24
ERP44,0.005007379009830719,-0.01680214156766979,20
NFIC,0.003640650220369015,-0.008147956119041299,18
SNAPC4,0.004723529774691098,0.001924894410808347,39
MLLT3,-0.009835109526827049,0.012668357531995881,54
QPRT,0.016467330837421162,-0.008470151289260767,13
KPNA4,-0.018384816592320094,-0.004834735435692274,7
NFIA,0.012839517708428411,0.003999859391777522,36
CBX4,0.014399359314849734,-0.010713215365687253,12
NFIX,-0.015873051517406377,0.0018298829938053912,0
SHARPIN,-0.006536937811582133,0.01673875349016516,52
RING1,-0.00479063470971099,0.01732228781832517,52
C6ORF141,-0.010046443248481937,-0.014706180717287335,24
YAF2,-0.00020302095202044074,-0.009874385294266846,28
PPP4R1L,-0.002018214937680671,0.014574163341086473,48
RNF2,-0.01869925044399544,0.0010816033879642475,4
BCL6,-0.01933461194966594,-0.003201511062423704,6
NAA10,0.006287803138556347,-0.013587801132207426,19
DCAF7,-0.002267281977193897,0.007901551369655936,47
RYBP,-0.008164402803353085,0.011048007248681753,53
CBX8,0.008746689502972721,0.015964408322419254,40
PIP,-0.003819479131120151,-0.01800213651272069,32
NCAPH2,-0.0030588533167212775,-0.01626752771172912,34
B4GALT2,-0.004440029761428631,0.013987919281927167,48
SP1,0.014439284262784327,0.003328128310295626,39
CTBP1,0.012121128601044253,0.01255470642717827,43
CDC16,-0.019801267634086808,0.0017588595839337212,4
CBX3,0.00666936770115628,0.0025767662239081306,38
BRAF,-0.01903383888964614,0.004363342407777563,2
CCDC96,-0.006439737099974585,-0.005883879902847398,23
CBX6,-0.005649727631026818,0.008066245039459777,45
SKP1,0.0012144040885845244,0.018303629349745137,58
S100P,-0.017557818146727532,0.00527210183599519,3
USP7,-0.01736011206659551,-0.003032362201804621,7
