tree_inference,ok_rows,skip_rows,mean_ari,mean_nmi,mean_macro_f1,mean_purity,mean_silhouette_score,mean_calinski_harabasz_index,mean_davies_bouldin_index,mean_cluster_count_abs_error,mean_effective_cluster_count,mean_largest_cluster_fraction
average_linkage,7,0,0.7645844296885881,0.8117295038045157,0.9464618932520944,0.9462499999999999,0.09607989854575479,34.110851127221395,3.2861504645571418,1.4285714285714286,5.672224159563214,0.23047619047619047
complete_linkage,7,0,0.7117004621392743,0.7879612462958236,0.9048143593053203,0.9169642857142856,0.09191599726261154,33.882628925643765,3.4892117764874064,2.142857142857143,6.0173176793707475,0.25011904761904763
weighted_linkage,7,0,0.8316886386534347,0.8442820175973994,0.9362504842178634,0.9360714285714286,0.12530731602450623,43.229027292319174,3.296530516450415,0.5714285714285714,4.848390180367852,0.2576190476190476
single_linkage,7,0,0.5303918543659364,0.5510204081632654,0.5686523257951829,0.6492857142857142,0.1874541423433704,68.75384761206183,2.3784624417884954,1.4285714285714286,2.9754895892494555,0.6011904761904762
centroid_linkage,7,0,0.7710603548380426,0.7793104146188502,0.849153127259612,0.8751785714285714,0.14187960785561293,49.48387136279387,2.6804252827122936,1.2857142857142858,4.607039827802702,0.34886904761904763
median_linkage,7,0,0.7199724052363642,0.7392399166200362,0.8302586011526937,0.8542857142857142,0.12276408981413084,37.3127458103718,2.730247298264135,1.4285714285714286,4.227800957747391,0.3879761904761905
ward_linkage,7,0,0.7695837236453287,0.8166244530788335,0.9319239439226247,0.9308928571428571,0.09685242798718044,35.2892276135564,3.3383223532900526,0.5714285714285714,4.890163633449745,0.2682738095238095
neighbor_joining,7,0,0.7523942322582738,0.80954583215161,0.792196416653967,0.8332142857142857,0.12888529205810292,45.14492228713429,2.99308231614651,0.5714285714285714,3.7518551039264025,0.39958333333333335
